content,rate,date,customer_id,owner_id,reservation_id
جيدة,3,9/18/2030,54,31,2453
ممتازة,4,9/19/2030,2692,94,2454
خدمة رائعة,4,9/20/2030,4598,31,2455
جيدة,5,9/21/2030,2299,100,2456
ممتازة,3,9/22/2030,2775,68,2457
خدمة رائعة,4,9/23/2030,2723,19,2458
جيدة,2,9/24/2030,4338,73,2459
ممتازة,2,9/25/2030,335,77,2460
خدمة رائعة,4,9/26/2030,1682,11,2461
جيدة,2,9/27/2030,1173,65,2462
ممتازة,4,9/28/2030,3268,91,2463
خدمة رائعة,5,9/29/2030,235,82,2464
جيدة,5,9/30/2030,3347,100,2465
ممتازة,3,10/1/2030,827,35,2466
خدمة رائعة,5,10/2/2030,705,70,2467
جيدة,2,10/3/2030,3117,12,2468
ممتازة,4,10/4/2030,4750,55,2469
خدمة رائعة,3,10/5/2030,344,29,2470
جيدة,5,10/6/2030,1051,47,2471
ممتازة,2,10/7/2030,3904,22,2472
خدمة رائعة,2,10/8/2030,4387,94,2473
جيدة,5,10/9/2030,1245,91,2474
ممتازة,5,10/10/2030,785,60,2475
خدمة رائعة,3,10/11/2030,625,69,2476
جيدة,5,10/12/2030,1696,80,2477
ممتازة,2,10/13/2030,4453,71,2478
خدمة رائعة,5,10/14/2030,2079,68,2479
جيدة,3,10/15/2030,209,13,2480
ممتازة,1,10/16/2030,4140,12,2481
خدمة رائعة,4,10/17/2030,1941,49,2482
جيدة,2,10/18/2030,2339,58,2483
ممتازة,5,10/19/2030,768,43,2484
خدمة رائعة,3,10/20/2030,1666,26,2485
جيدة,4,10/21/2030,4546,15,2486
ممتازة,5,10/22/2030,821,95,2487
خدمة رائعة,1,10/23/2030,1143,28,2488
جيدة,2,10/24/2030,4917,44,2489
ممتازة,4,10/25/2030,3919,31,2490
خدمة رائعة,5,10/26/2030,4245,25,2491
جيدة,5,10/27/2030,2022,54,2492
ممتازة,5,10/28/2030,3091,43,2493
خدمة رائعة,4,10/29/2030,1292,52,2494
جيدة,1,10/30/2030,4026,25,2495
ممتازة,4,10/31/2030,1663,63,2496
خدمة رائعة,5,11/1/2030,116,20,2497
جيدة,1,11/2/2030,3654,73,2498
ممتازة,1,11/3/2030,3354,64,2499
خدمة رائعة,4,11/4/2030,4640,52,2500
جيدة,5,11/5/2030,3062,69,2501
ممتازة,4,11/6/2030,1521,68,2502
خدمة رائعة,3,11/7/2030,215,31,2503
جيدة,5,11/8/2030,3961,55,2504
ممتازة,5,11/9/2030,3452,53,2505
خدمة رائعة,1,11/10/2030,4437,39,2506
جيدة,5,11/11/2030,2439,54,2507
ممتازة,4,11/12/2030,2655,4,2508
خدمة رائعة,4,11/13/2030,646,99,2509
جيدة,5,11/14/2030,789,24,2510
ممتازة,3,11/15/2030,1798,86,2511
خدمة رائعة,3,11/16/2030,1463,68,2512
جيدة,5,11/17/2030,3047,48,2513
ممتازة,2,11/18/2030,1649,50,2514
خدمة رائعة,3,11/19/2030,2529,98,2515
جيدة,1,11/20/2030,2608,15,2516
ممتازة,4,11/21/2030,374,58,2517
خدمة رائعة,5,11/22/2030,3305,94,2518
جيدة,1,11/23/2030,802,67,2519
ممتازة,5,11/24/2030,2301,4,2520
خدمة رائعة,4,11/25/2030,1533,81,2521
جيدة,1,11/26/2030,96,73,2522
ممتازة,3,11/27/2030,3388,58,2523
خدمة رائعة,1,11/28/2030,249,97,2524
جيدة,5,11/29/2030,3066,75,2525
ممتازة,3,11/30/2030,2747,17,2526
خدمة رائعة,5,12/1/2030,153,91,2527
جيدة,2,12/2/2030,207,72,2528
ممتازة,5,12/3/2030,3,6,2529
خدمة رائعة,1,12/4/2030,623,84,2530
جيدة,5,12/5/2030,1760,58,2531
ممتازة,5,12/6/2030,966,77,2532
خدمة رائعة,1,12/7/2030,2679,41,2533
جيدة,1,12/8/2030,3526,58,2534
ممتازة,2,12/9/2030,35,87,2535
خدمة رائعة,4,12/10/2030,1564,46,2536
جيدة,5,12/11/2030,3090,1,2537
ممتازة,5,12/12/2030,2578,13,2538
خدمة رائعة,5,12/13/2030,3402,43,2539
جيدة,4,12/14/2030,1640,44,2540
ممتازة,4,12/15/2030,665,91,2541
خدمة رائعة,4,12/16/2030,3792,88,2542
جيدة,2,12/17/2030,1630,39,2543
ممتازة,5,12/18/2030,1455,15,2544
خدمة رائعة,1,12/19/2030,2531,91,2545
جيدة,2,12/20/2030,3075,20,2546
ممتازة,3,12/21/2030,2656,29,2547
خدمة رائعة,5,12/22/2030,4345,100,2548
جيدة,4,12/23/2030,3047,50,2549
ممتازة,5,12/24/2030,3567,46,2550
خدمة رائعة,5,12/25/2030,3772,5,2551
جيدة,3,12/26/2030,257,54,2552
ممتازة,4,12/27/2030,3612,32,2553
خدمة رائعة,3,12/28/2030,4168,52,2554
جيدة,1,12/29/2030,3315,63,2555
ممتازة,1,12/30/2030,4488,28,2556
خدمة رائعة,2,12/31/2030,1751,3,2557
جيدة,3,1/1/2031,1952,67,2558
ممتازة,4,1/2/2031,2533,22,2559
خدمة رائعة,3,1/3/2031,934,29,2560
جيدة,4,1/4/2031,4515,97,2561
ممتازة,3,1/5/2031,1626,79,2562
خدمة رائعة,1,1/6/2031,2836,69,2563
جيدة,5,1/7/2031,3274,18,2564
ممتازة,5,1/8/2031,2448,77,2565
خدمة رائعة,3,1/9/2031,3224,75,2566
جيدة,4,1/10/2031,1147,95,2567
ممتازة,5,1/11/2031,3654,85,2568
خدمة رائعة,1,1/12/2031,265,74,2569
جيدة,4,1/13/2031,110,89,2570
ممتازة,3,1/14/2031,4801,15,2571
خدمة رائعة,4,1/15/2031,2194,23,2572
جيدة,4,1/16/2031,1649,57,2573
ممتازة,5,1/17/2031,3092,54,2574
خدمة رائعة,4,1/18/2031,3265,94,2575
جيدة,5,1/19/2031,3501,30,2576
ممتازة,1,1/20/2031,214,95,2577
خدمة رائعة,5,1/21/2031,1014,99,2578
جيدة,5,1/22/2031,4543,53,2579
ممتازة,4,1/23/2031,2837,96,2580
خدمة رائعة,3,1/24/2031,3453,91,2581
جيدة,5,1/25/2031,1406,60,2582
ممتازة,2,1/26/2031,4292,89,2583
خدمة رائعة,4,1/27/2031,4685,30,2584
جيدة,1,1/28/2031,2415,64,2585
ممتازة,4,1/29/2031,2816,3,2586
خدمة رائعة,4,1/30/2031,4075,65,2587
جيدة,4,1/31/2031,622,22,2588
ممتازة,1,2/1/2031,1968,81,2589
خدمة رائعة,5,2/2/2031,3301,4,2590
جيدة,3,2/3/2031,4243,4,2591
ممتازة,1,2/4/2031,1465,65,2592
خدمة رائعة,4,2/5/2031,887,70,2593
جيدة,4,2/6/2031,3445,91,2594
ممتازة,1,2/7/2031,21,58,2595
خدمة رائعة,3,2/8/2031,1608,30,2596
جيدة,2,2/9/2031,4009,53,2597
ممتازة,1,2/10/2031,4560,37,2598
خدمة رائعة,5,2/11/2031,1252,25,2599
جيدة,1,2/12/2031,3803,41,2600
ممتازة,2,2/13/2031,3219,82,2601
خدمة رائعة,1,2/14/2031,4250,23,2602
جيدة,5,2/15/2031,788,87,2603
ممتازة,5,2/16/2031,3420,74,2604
خدمة رائعة,2,2/17/2031,4822,33,2605
جيدة,2,2/18/2031,4226,40,2606
ممتازة,2,2/19/2031,2151,52,2607
خدمة رائعة,4,2/20/2031,4811,34,2608
جيدة,2,2/21/2031,2327,7,2609
ممتازة,5,2/22/2031,2673,71,2610
خدمة رائعة,3,2/23/2031,3217,41,2611
جيدة,1,2/24/2031,2638,28,2612
ممتازة,2,2/25/2031,3785,79,2613
خدمة رائعة,1,2/26/2031,1732,69,2614
جيدة,1,2/27/2031,3222,42,2615
ممتازة,2,2/28/2031,4997,22,2616
خدمة رائعة,1,3/1/2031,4376,7,2617
جيدة,5,3/2/2031,882,43,2618
ممتازة,4,3/3/2031,2244,26,2619
خدمة رائعة,2,3/4/2031,2461,5,2620
جيدة,5,3/5/2031,4671,32,2621
ممتازة,3,3/6/2031,1362,61,2622
خدمة رائعة,1,3/7/2031,183,34,2623
جيدة,3,3/8/2031,2695,1,2624
ممتازة,1,3/9/2031,876,40,2625
خدمة رائعة,4,3/10/2031,4909,29,2626
جيدة,2,3/11/2031,3883,74,2627
ممتازة,4,3/12/2031,3100,66,2628
خدمة رائعة,5,3/13/2031,3866,57,2629
جيدة,5,3/14/2031,3975,50,2630
ممتازة,4,3/15/2031,3567,85,2631
خدمة رائعة,4,3/16/2031,576,8,2632
جيدة,2,3/17/2031,1250,91,2633
ممتازة,5,3/18/2031,1033,76,2634
خدمة رائعة,3,3/19/2031,3901,12,2635
جيدة,2,3/20/2031,3108,14,2636
ممتازة,2,3/21/2031,4927,67,2637
خدمة رائعة,3,3/22/2031,3912,19,2638
جيدة,5,3/23/2031,4573,5,2639
ممتازة,5,3/24/2031,2920,51,2640
خدمة رائعة,1,3/25/2031,1303,73,2641
جيدة,2,3/26/2031,117,55,2642
ممتازة,1,3/27/2031,3703,67,2643
خدمة رائعة,3,3/28/2031,1932,23,2644
جيدة,5,3/29/2031,1395,79,2645
ممتازة,4,3/30/2031,1610,86,2646
خدمة رائعة,2,3/31/2031,3692,99,2647
جيدة,3,4/1/2031,4329,83,2648
ممتازة,4,4/2/2031,2737,62,2649
خدمة رائعة,4,4/3/2031,4482,19,2650
جيدة,5,4/4/2031,4705,22,2651
ممتازة,5,4/5/2031,342,59,2652
خدمة رائعة,2,4/6/2031,1926,48,2653
جيدة,5,4/7/2031,3264,26,2654
ممتازة,4,4/8/2031,1281,31,2655
خدمة رائعة,4,4/9/2031,1870,58,2656
جيدة,1,4/10/2031,2456,62,2657
ممتازة,5,4/11/2031,632,46,2658
خدمة رائعة,3,4/12/2031,840,83,2659
جيدة,4,4/13/2031,4598,72,2660
ممتازة,3,4/14/2031,186,66,2661
خدمة رائعة,3,4/15/2031,474,8,2662
جيدة,5,4/16/2031,4161,65,2663
ممتازة,4,4/17/2031,1873,42,2664
خدمة رائعة,3,4/18/2031,2044,68,2665
جيدة,4,4/19/2031,3305,83,2666
ممتازة,1,4/20/2031,4359,23,2667
خدمة رائعة,2,4/21/2031,695,14,2668
جيدة,2,4/22/2031,4779,54,2669
ممتازة,2,4/23/2031,343,73,2670
خدمة رائعة,3,4/24/2031,549,60,2671
جيدة,3,4/25/2031,3640,87,2672
ممتازة,3,4/26/2031,689,90,2673
خدمة رائعة,3,4/27/2031,4458,95,2674
جيدة,1,4/28/2031,2443,74,2675
ممتازة,3,4/29/2031,4674,32,2676
خدمة رائعة,1,4/30/2031,3407,84,2677
جيدة,5,5/1/2031,3820,59,2678
ممتازة,5,5/2/2031,2135,22,2679
خدمة رائعة,4,5/3/2031,659,48,2680
جيدة,4,5/4/2031,1446,98,2681
ممتازة,1,5/5/2031,191,30,2682
خدمة رائعة,2,5/6/2031,2295,81,2683
جيدة,1,5/7/2031,2929,53,2684
ممتازة,2,5/8/2031,3022,52,2685
خدمة رائعة,3,5/9/2031,3006,6,2686
جيدة,1,5/10/2031,4025,89,2687
ممتازة,5,5/11/2031,4386,94,2688
خدمة رائعة,2,5/12/2031,4550,55,2689
جيدة,4,5/13/2031,3638,91,2690
ممتازة,5,5/14/2031,3094,41,2691
خدمة رائعة,2,5/15/2031,1505,66,2692
جيدة,3,5/16/2031,1278,50,2693
ممتازة,3,5/17/2031,3434,84,2694
خدمة رائعة,3,5/18/2031,2996,4,2695
جيدة,3,5/19/2031,2834,8,2696
ممتازة,1,5/20/2031,3887,60,2697
خدمة رائعة,4,5/21/2031,627,49,2698
جيدة,2,5/22/2031,358,15,2699
ممتازة,2,5/23/2031,3942,52,2700
خدمة رائعة,1,5/24/2031,69,1,2701
جيدة,2,5/25/2031,3472,100,2702
ممتازة,5,5/26/2031,2147,67,2703
خدمة رائعة,3,5/27/2031,320,11,2704
جيدة,4,5/28/2031,759,68,2705
ممتازة,1,5/29/2031,1682,53,2706
خدمة رائعة,3,5/30/2031,1275,38,2707
جيدة,5,5/31/2031,1350,38,2708
ممتازة,1,6/1/2031,1762,73,2709
خدمة رائعة,3,6/2/2031,3651,57,2710
جيدة,2,6/3/2031,620,58,2711
ممتازة,5,6/4/2031,366,41,2712
خدمة رائعة,4,6/5/2031,3929,41,2713
جيدة,2,6/6/2031,814,58,2714
ممتازة,5,6/7/2031,2369,95,2715
خدمة رائعة,4,6/8/2031,2233,28,2716
جيدة,3,6/9/2031,131,33,2717
ممتازة,2,6/10/2031,4336,87,2718
خدمة رائعة,5,6/11/2031,4880,60,2719
جيدة,4,6/12/2031,3744,32,2720
ممتازة,5,6/13/2031,1536,44,2721
خدمة رائعة,3,6/14/2031,3609,13,2722
جيدة,2,6/15/2031,1611,5,2723
ممتازة,2,6/16/2031,4700,38,2724
خدمة رائعة,1,6/17/2031,1506,6,2725
جيدة,1,6/18/2031,802,81,2726
ممتازة,3,6/19/2031,1810,28,2727
خدمة رائعة,5,6/20/2031,4121,11,2728
جيدة,5,6/21/2031,923,72,2729
ممتازة,1,6/22/2031,750,72,2730
خدمة رائعة,3,6/23/2031,3034,36,2731
جيدة,4,6/24/2031,3382,100,2732
ممتازة,4,6/25/2031,136,8,2733
خدمة رائعة,5,6/26/2031,4587,83,2734
جيدة,4,6/27/2031,427,73,2735
ممتازة,1,6/28/2031,4228,45,2736
خدمة رائعة,2,6/29/2031,3282,24,2737
جيدة,3,6/30/2031,2520,22,2738
ممتازة,2,7/1/2031,4780,80,2739
خدمة رائعة,4,7/2/2031,3563,28,2740
جيدة,3,7/3/2031,2175,99,2741
ممتازة,5,7/4/2031,4077,81,2742
خدمة رائعة,2,7/5/2031,3965,43,2743
جيدة,2,7/6/2031,1977,16,2744
ممتازة,4,7/7/2031,585,23,2745
خدمة رائعة,4,7/8/2031,2113,79,2746
جيدة,1,7/9/2031,2093,97,2747
ممتازة,2,7/10/2031,934,82,2748
خدمة رائعة,4,7/11/2031,4534,3,2749
جيدة,1,7/12/2031,4876,100,2750
ممتازة,3,7/13/2031,4254,21,2751
خدمة رائعة,1,7/14/2031,2544,1,2752
جيدة,2,7/15/2031,3796,12,2753
ممتازة,3,7/16/2031,2786,52,2754
خدمة رائعة,3,7/17/2031,23,47,2755
جيدة,5,7/18/2031,3829,35,2756
ممتازة,2,7/19/2031,603,98,2757
خدمة رائعة,4,7/20/2031,2775,24,2758
جيدة,1,7/21/2031,745,23,2759
ممتازة,5,7/22/2031,3187,85,2760
خدمة رائعة,2,7/23/2031,2433,39,2761
جيدة,1,7/24/2031,4528,32,2762
ممتازة,5,7/25/2031,1168,25,2763
خدمة رائعة,3,7/26/2031,3571,64,2764
جيدة,5,7/27/2031,2834,29,2765
ممتازة,5,7/28/2031,1058,77,2766
خدمة رائعة,3,7/29/2031,1624,32,2767
جيدة,2,7/30/2031,369,80,2768
ممتازة,2,7/31/2031,155,13,2769
خدمة رائعة,2,8/1/2031,4906,48,2770
جيدة,2,8/2/2031,4287,13,2771
ممتازة,3,8/3/2031,2188,80,2772
خدمة رائعة,3,8/4/2031,4209,19,2773
جيدة,2,8/5/2031,4591,62,2774
ممتازة,1,8/6/2031,4139,61,2775
خدمة رائعة,3,8/7/2031,4035,8,2776
جيدة,1,8/8/2031,1242,92,2777
ممتازة,5,8/9/2031,2144,53,2778
خدمة رائعة,2,8/10/2031,618,42,2779
جيدة,2,8/11/2031,154,66,2780
ممتازة,1,8/12/2031,1734,64,2781
خدمة رائعة,3,8/13/2031,2567,2,2782
جيدة,3,8/14/2031,509,71,2783
ممتازة,5,8/15/2031,3468,68,2784
خدمة رائعة,2,8/16/2031,3561,89,2785
جيدة,5,8/17/2031,4145,85,2786
ممتازة,5,8/18/2031,3195,72,2787
خدمة رائعة,2,8/19/2031,2200,13,2788
جيدة,1,8/20/2031,3780,95,2789
ممتازة,3,8/21/2031,2304,47,2790
خدمة رائعة,5,8/22/2031,844,57,2791
جيدة,2,8/23/2031,3506,26,2792
ممتازة,4,8/24/2031,506,32,2793
خدمة رائعة,1,8/25/2031,3438,31,2794
جيدة,5,8/26/2031,1747,70,2795
ممتازة,5,8/27/2031,2525,29,2796
خدمة رائعة,1,8/28/2031,2370,66,2797
جيدة,2,8/29/2031,949,3,2798
ممتازة,1,8/30/2031,3548,34,2799
خدمة رائعة,5,8/31/2031,847,82,2800
جيدة,5,9/1/2031,2543,66,2801
ممتازة,5,9/2/2031,4048,35,2802
خدمة رائعة,2,9/3/2031,3567,64,2803
جيدة,1,9/4/2031,1679,31,2804
ممتازة,1,9/5/2031,3010,53,2805
خدمة رائعة,4,9/6/2031,2913,70,2806
جيدة,3,9/7/2031,1448,79,2807
ممتازة,1,9/8/2031,4482,17,2808
خدمة رائعة,3,9/9/2031,4795,94,2809
جيدة,5,9/10/2031,4553,34,2810
ممتازة,5,9/11/2031,2939,2,2811
خدمة رائعة,4,9/12/2031,1199,51,2812
جيدة,4,9/13/2031,4929,90,2813
ممتازة,3,9/14/2031,2248,38,2814
خدمة رائعة,5,9/15/2031,4124,35,2815
جيدة,3,9/16/2031,2476,72,2816
ممتازة,1,9/17/2031,380,15,2817
خدمة رائعة,5,9/18/2031,4824,36,2818
جيدة,1,9/19/2031,151,60,2819
ممتازة,2,9/20/2031,2468,74,2820
خدمة رائعة,4,9/21/2031,1578,64,2821
جيدة,3,9/22/2031,845,77,2822
ممتازة,1,9/23/2031,3401,32,2823
خدمة رائعة,5,9/24/2031,710,88,2824
جيدة,4,9/25/2031,3814,20,2825
ممتازة,4,9/26/2031,4337,49,2826
خدمة رائعة,5,9/27/2031,4822,53,2827
جيدة,4,9/28/2031,1397,77,2828
ممتازة,3,9/29/2031,1620,25,2829
خدمة رائعة,1,9/30/2031,2146,46,2830
جيدة,2,10/1/2031,1859,12,2831
ممتازة,5,10/2/2031,3281,96,2832
خدمة رائعة,3,10/3/2031,3066,7,2833
جيدة,5,10/4/2031,2610,31,2834
ممتازة,4,10/5/2031,1229,39,2835
خدمة رائعة,3,10/6/2031,26,26,2836
جيدة,1,10/7/2031,1967,84,2837
ممتازة,2,10/8/2031,4433,86,2838
خدمة رائعة,4,10/9/2031,3945,100,2839
جيدة,3,10/10/2031,2059,89,2840
ممتازة,4,10/11/2031,2615,24,2841
خدمة رائعة,4,10/12/2031,3237,2,2842
جيدة,1,10/13/2031,4495,92,2843
ممتازة,1,10/14/2031,2448,47,2844
خدمة رائعة,2,10/15/2031,3636,29,2845
جيدة,3,10/16/2031,739,90,2846
ممتازة,3,10/17/2031,3380,88,2847
خدمة رائعة,4,10/18/2031,1826,36,2848
جيدة,5,10/19/2031,1385,50,2849
ممتازة,2,10/20/2031,2817,67,2850
خدمة رائعة,5,10/21/2031,2700,20,2851
جيدة,5,10/22/2031,4314,80,2852
ممتازة,3,10/23/2031,3096,29,2853
خدمة رائعة,3,10/24/2031,3443,72,2854
جيدة,4,10/25/2031,2437,27,2855
ممتازة,2,10/26/2031,1853,98,2856
خدمة رائعة,3,10/27/2031,1497,67,2857
جيدة,2,10/28/2031,959,48,2858
ممتازة,2,10/29/2031,4853,74,2859
خدمة رائعة,5,10/30/2031,4338,23,2860
جيدة,3,10/31/2031,3934,73,2861
ممتازة,2,11/1/2031,4724,61,2862
خدمة رائعة,3,11/2/2031,4453,17,2863
جيدة,3,11/3/2031,2261,60,2864
ممتازة,5,11/4/2031,1019,78,2865
خدمة رائعة,1,11/5/2031,3269,89,2866
جيدة,3,11/6/2031,1512,29,2867
ممتازة,4,11/7/2031,4697,47,2868
خدمة رائعة,4,11/8/2031,2815,93,2869
جيدة,1,11/9/2031,2318,23,2870
ممتازة,5,11/10/2031,1163,32,2871
خدمة رائعة,1,11/11/2031,2802,15,2872
جيدة,2,11/12/2031,1335,33,2873
ممتازة,3,11/13/2031,1937,36,2874
خدمة رائعة,5,11/14/2031,4330,63,2875
جيدة,5,11/15/2031,3635,19,2876
ممتازة,1,11/16/2031,50,45,2877
خدمة رائعة,5,11/17/2031,1007,83,2878
جيدة,4,11/18/2031,1293,55,2879
ممتازة,3,11/19/2031,3409,96,2880
خدمة رائعة,4,11/20/2031,1111,18,2881
جيدة,1,11/21/2031,230,53,2882
ممتازة,2,11/22/2031,3700,81,2883
خدمة رائعة,5,11/23/2031,300,17,2884
جيدة,5,11/24/2031,1576,21,2885
ممتازة,1,11/25/2031,1482,51,2886
خدمة رائعة,2,11/26/2031,88,33,2887
جيدة,4,11/27/2031,1238,5,2888
ممتازة,1,11/28/2031,4658,98,2889
خدمة رائعة,3,11/29/2031,3266,20,2890
جيدة,2,11/30/2031,900,91,2891
ممتازة,5,12/1/2031,3164,43,2892
خدمة رائعة,2,12/2/2031,4680,14,2893
جيدة,2,12/3/2031,2066,21,2894
ممتازة,4,12/4/2031,3683,33,2895
خدمة رائعة,3,12/5/2031,4279,68,2896
جيدة,4,12/6/2031,130,55,2897
ممتازة,1,12/7/2031,1790,36,2898
خدمة رائعة,4,12/8/2031,2024,93,2899
جيدة,5,12/9/2031,510,71,2900
ممتازة,5,12/10/2031,1931,18,2901
خدمة رائعة,2,12/11/2031,3491,2,2902
جيدة,1,12/12/2031,577,71,2903
ممتازة,1,12/13/2031,3887,87,2904
خدمة رائعة,1,12/14/2031,2804,14,2905
جيدة,1,12/15/2031,1593,3,2906
ممتازة,1,12/16/2031,4198,96,2907
خدمة رائعة,2,12/17/2031,1619,56,2908
جيدة,5,12/18/2031,703,45,2909
ممتازة,2,12/19/2031,2754,70,2910
خدمة رائعة,3,12/20/2031,823,41,2911
جيدة,5,12/21/2031,3735,60,2912
ممتازة,1,12/22/2031,133,19,2913
خدمة رائعة,2,12/23/2031,3327,84,2914
جيدة,2,12/24/2031,2136,42,2915
ممتازة,3,12/25/2031,312,50,2916
خدمة رائعة,1,12/26/2031,4321,64,2917
جيدة,3,12/27/2031,2537,52,2918
ممتازة,3,12/28/2031,4413,84,2919
خدمة رائعة,2,12/29/2031,343,43,2920
جيدة,5,12/30/2031,1186,54,2921
ممتازة,4,12/31/2031,3640,92,2922
خدمة رائعة,1,1/1/2032,3547,16,2923
جيدة,1,1/2/2032,2453,14,2924
ممتازة,4,1/3/2032,1706,17,2925
خدمة رائعة,2,1/4/2032,4506,98,2926
جيدة,1,1/5/2032,636,68,2927
ممتازة,5,1/6/2032,410,48,2928
خدمة رائعة,4,1/7/2032,3243,51,2929
جيدة,5,1/8/2032,2299,100,2930
ممتازة,2,1/9/2032,941,80,2931
خدمة رائعة,2,1/10/2032,2063,51,2932
جيدة,3,1/11/2032,216,76,2933
ممتازة,3,1/12/2032,4152,85,2934
خدمة رائعة,4,1/13/2032,3193,58,2935
جيدة,1,1/14/2032,623,23,2936
ممتازة,4,1/15/2032,3037,2,2937
خدمة رائعة,5,1/16/2032,4746,70,2938
جيدة,1,1/17/2032,949,15,2939
ممتازة,3,1/18/2032,222,12,2940
خدمة رائعة,5,1/19/2032,2037,45,2941
جيدة,4,1/20/2032,1608,28,2942
ممتازة,1,1/21/2032,474,84,2943
خدمة رائعة,2,1/22/2032,3869,62,2944
جيدة,4,1/23/2032,135,19,2945
ممتازة,2,1/24/2032,3435,66,2946
خدمة رائعة,4,1/25/2032,3419,17,2947
جيدة,3,1/26/2032,1123,18,2948
ممتازة,3,1/27/2032,3165,100,2949
خدمة رائعة,1,1/28/2032,1622,40,2950
جيدة,5,1/29/2032,1970,15,2951
ممتازة,2,1/30/2032,3819,16,2952
خدمة رائعة,1,1/31/2032,2830,93,2953
جيدة,4,2/1/2032,4709,84,2954
ممتازة,2,2/2/2032,1922,67,2955
خدمة رائعة,5,2/3/2032,2085,21,2956
جيدة,4,2/4/2032,2638,70,2957
ممتازة,2,2/5/2032,361,45,2958
خدمة رائعة,4,2/6/2032,1860,35,2959
جيدة,4,2/7/2032,3013,8,2960
ممتازة,1,2/8/2032,3221,23,2961
خدمة رائعة,5,2/9/2032,1463,6,2962
جيدة,2,2/10/2032,3136,63,2963
ممتازة,1,2/11/2032,3230,1,2964
خدمة رائعة,2,2/12/2032,375,73,2965
جيدة,2,2/13/2032,4420,40,2966
ممتازة,4,2/14/2032,4340,46,2967
خدمة رائعة,3,2/15/2032,4217,49,2968
جيدة,4,2/16/2032,4794,93,2969
ممتازة,4,2/17/2032,1948,11,2970
خدمة رائعة,3,2/18/2032,529,16,2971
جيدة,2,2/19/2032,774,16,2972
ممتازة,3,2/20/2032,3850,88,2973
خدمة رائعة,2,2/21/2032,4570,80,2974
جيدة,1,2/22/2032,3952,6,2975
ممتازة,4,2/23/2032,3677,35,2976
خدمة رائعة,1,2/24/2032,583,89,2977
جيدة,3,2/25/2032,4313,82,2978
ممتازة,5,2/26/2032,2881,93,2979
خدمة رائعة,5,2/27/2032,272,86,2980
جيدة,3,2/28/2032,1160,70,2981
ممتازة,1,2/29/2032,368,87,2982
خدمة رائعة,4,3/1/2032,1179,16,2983
جيدة,3,3/2/2032,963,94,2984
ممتازة,3,3/3/2032,4607,25,2985
خدمة رائعة,2,3/4/2032,3589,84,2986
جيدة,2,3/5/2032,629,94,2987
ممتازة,5,3/6/2032,1915,86,2988
خدمة رائعة,3,3/7/2032,4380,33,2989
جيدة,1,3/8/2032,2687,21,2990
ممتازة,3,3/9/2032,4522,65,2991
خدمة رائعة,5,3/10/2032,2626,68,2992
جيدة,2,3/11/2032,3211,15,2993
ممتازة,2,3/12/2032,430,27,2994
خدمة رائعة,1,3/13/2032,2747,99,2995
جيدة,5,3/14/2032,232,98,2996
ممتازة,3,3/15/2032,2179,87,2997
خدمة رائعة,5,3/16/2032,2769,29,2998
جيدة,1,3/17/2032,27,94,2999
ممتازة,4,3/18/2032,1190,10,3000
خدمة رائعة,2,3/19/2032,3429,58,3001
جيدة,4,3/20/2032,4011,96,3002
ممتازة,3,3/21/2032,4582,10,3003
خدمة رائعة,5,3/22/2032,4410,5,3004
جيدة,3,3/23/2032,1211,71,3005
ممتازة,3,3/24/2032,3468,60,3006
خدمة رائعة,2,3/25/2032,2717,67,3007
جيدة,2,3/26/2032,4251,52,3008
ممتازة,3,3/27/2032,3465,48,3009
خدمة رائعة,5,3/28/2032,2983,56,3010
جيدة,2,3/29/2032,3403,40,3011
ممتازة,2,3/30/2032,3274,2,3012
خدمة رائعة,4,3/31/2032,214,48,3013
جيدة,2,4/1/2032,4067,29,3014
ممتازة,5,4/2/2032,1830,70,3015
خدمة رائعة,4,4/3/2032,1140,4,3016
جيدة,5,4/4/2032,3809,99,3017
ممتازة,5,4/5/2032,2036,59,3018
خدمة رائعة,1,4/6/2032,3766,66,3019
جيدة,5,4/7/2032,4406,2,3020
ممتازة,5,4/8/2032,2249,39,3021
خدمة رائعة,1,4/9/2032,4983,71,3022
جيدة,1,4/10/2032,3176,46,3023
ممتازة,2,4/11/2032,3829,67,3024
خدمة رائعة,1,4/12/2032,2110,21,3025
جيدة,2,4/13/2032,2231,88,3026
ممتازة,4,4/14/2032,3988,51,3027
خدمة رائعة,4,4/15/2032,874,10,3028
جيدة,1,4/16/2032,1577,27,3029
ممتازة,1,4/17/2032,1243,91,3030
خدمة رائعة,2,4/18/2032,4261,63,3031
جيدة,4,4/19/2032,2980,95,3032
ممتازة,3,4/20/2032,2867,73,3033
خدمة رائعة,4,4/21/2032,78,69,3034
جيدة,3,4/22/2032,1894,13,3035
ممتازة,2,4/23/2032,1178,45,3036
خدمة رائعة,1,4/24/2032,1863,67,3037
جيدة,3,4/25/2032,3675,76,3038
ممتازة,4,4/26/2032,3052,31,3039
خدمة رائعة,1,4/27/2032,2386,66,3040
جيدة,2,4/28/2032,1422,57,3041
ممتازة,3,4/29/2032,20,18,3042
خدمة رائعة,1,4/30/2032,4094,69,3043
جيدة,2,5/1/2032,466,100,3044
ممتازة,3,5/2/2032,4409,84,3045
خدمة رائعة,2,5/3/2032,602,2,3046
جيدة,4,5/4/2032,756,37,3047
ممتازة,1,5/5/2032,2897,90,3048
